psraid,cregion,fips,state,kidage,kidgen,age,educ,income,playgame,k17game,k28game
10254,4,53063,53,17,1,44,6,6,1,"GUITAR HERO, MEDAL OF HONOR, MADDEN",
12560,4,53001,53,15,2,42,2,5,0,,
18137,4,53021,53,12,1,37,5,6,1,"WORLD OF WARCRAFT, ELDERS GIRLS III, AND HALO II",
11947,4,53005,53,16,2,46,5,6,1,"MAHJONGG, SOLITAIRE, POLICE CHASE",
11117,4,53065,53,14,1,46,5,2,1,"RATCHET AND CLANK, RUNESCAPE, MADDEN 07",
10168,4,53063,53,15,1,58,6,6,1,"HALO 3, GUITAR HERO 3, SLY COOPER",
16752,4,53003,53,14,2,39,3,6,1,"THE ITALIAN JOB, GUITAR HERO, SMOOTH MOVES",
9853,4,53063,53,15,2,41,5,3,1,"GUITAR HERO, TETRIS, DANCE DANCE REVELUTION",
18161,4,53063,53,13,2,45,6,8,1,GUITAR HERO AND 4 WHEELER RACE.,
9587,4,6001,6,13,2,39,6,6,1,"NEOPET THE DARKEST FAIRY, MARIO BROTHERS, SHREK 3",
16795,4,6013,6,17,2,52,7,9,1,"FLY COOPER, CHECKIN 5, HEAVENLY SWORD",
9726,4,6001,6,15,2,38,3,6,1,"SOLITAIRE, PACMAN, FROGGER",
2943,4,6013,6,14,1,48,3,7,1,"HALO 3,  CALL OF DUTY 4, NFL 08",
17103,4,6001,6,13,1,49,6,8,1,"SPORTS, NBA, MADDEN",
8595,4,6001,6,16,1,51,6,5,1,"HALO, COMMAND AND CONQUER GENERALS, HALF LIFE 2",
16748,4,6001,6,14,1,41,5,8,1,"FIFA 08, MADDEN 08, CALL OF DUTY IV",
4482,4,6013,6,17,2,57,6,7,1,"SOLITAIRE, BEJEWLED, TETRIS",A COMPUTER GAME ABOUT PHYSICS.  WE MADE STUFF AND MADE THE STUFF MOVE
16731,4,6001,6,17,1,53,5,8,1,"WARHAMMER ONLINE, COUNTER-STRIKE, SUPER SMASH BROTHERS",COUNTER STRIKE
16744,4,6001,6,12,1,46,5,8,1,"MADDEN, FIGHTING GAMES",
7731,3,48453,48,17,1,45,4,8,1,"NBA 08, TOM CLANCY'S WAR FIGHTER, RESISTANCE: FALL OF MAN N",
17831,3,48453,48,16,2,51,6,6,1,"MARIO KART, GUITAR HERO, HALO 3",
18005,3,48021,48,13,2,35,3,3,1,"BURNOUT, MARIO KART, MARIO PARTY",
12032,3,48453,48,13,1,45,7,9,1,"THE SIMS, ROLLERCOASTER TYCOON, FLIGHT SIMULATOR",
13788,3,48453,48,13,2,34,5,6,1,"STRATEGY GAMES, SOLITAIRE, PUZZLE TYPE GAMES",DON'T REMEMBER...IT WAS FOR MATH
16498,3,48491,48,13,1,71,6,5,1,"HALO 1, FABLE LOST CHAPTERS",
16579,2,39061,39,17,1,38,3,4,1,"GUITAR HERO 3, RACING GAMES, GRAND THEFT AUTO",
16521,2,39061,39,15,1,43,5,7,1,"GUITAR HERO 3, NIGHTMARE BEFORE CHRISTMAS, CALL OF DUTY 2(BIG RED ONE)",
2241,2,39017,39,16,2,57,7,6,1,DK,
11579,2,39061,39,13,2,45,5,6,1,"SPONGEBOB, ZOIE 101, THATS SO RAVEN GAME",
8526,2,39061,39,17,1,42,3,8,1,"NEED FOR SPEED, GUITAR HERO 3, HALO 3",
8598,2,39061,39,15,1,46,5,8,1,"MADDEN 08, GOD OF WAR 2, NEED FOR SPEED CARBON",
13127,2,39017,39,12,2,36,3,5,1,"ZOO TYCOON, SIM CITY 3, SIM TOWN",MATHEMATICS
10994,2,39061,39,12,2,50,6,8,1,NCAAA BASKETBALL,
16589,2,39061,39,13,1,36,3,2,1,"TOMB RAIDER, SPONGEBOB SQUAREPANTS, OBLIVION ELDER SCROLLS",FUNBRAIN
9658,2,39061,39,16,1,49,6,7,1,"OBLIVION, GUITAR HERO, GUITAR HERO III",IT WAS A GAME ON STATES AND STATE CAPITOLS
16526,2,19169,19,12,2,38,6,7,1,"THAT'S SO RAVEN, BOWLING, TETRIS",
7870,2,19153,19,13,2,52,3,8,1,"GUITAR HERO, DANCE DANCE REVOLUTION, WII SPORTS",
3241,2,19187,19,13,2,99,6,9,1,"SOLITARE, SPIDER SOLITAIRE, MINESWEEPER",
1899,2,19015,19,12,2,47,5,5,1,"SODUKU, PUZZLES","FOR SCIENCE CLASS, A PUZZLE GAME"
10816,1,36059,36,14,1,34,6,7,1,"MADDEN , HALO 3, GRAND THEFT AUTO",
13952,1,36059,36,12,2,43,6,8,1,"WEBINKZ, WII SPORTS,",
17893,1,36059,36,13,1,47,7,8,1,"SUPER MARIO GALAXY FOR THE WII, ADDICTING GAMES.COM, RUNESCAPE.COM",SOCIAL STUDY GAME
11013,1,36059,36,15,2,46,5,5,1,"SSX 3, CRAZY TAXI, MONKEY BALL",
16585,2,26075,26,16,2,41,5,6,1,"SOLITAIRE, BEJEWELED, FREE CELL",
4781,1,36091,36,14,2,50,7,6,1,"DANCE DANCE REVOLUTION, GUITAR HERO, MARIO PARTY",
17345,1,36001,36,12,2,43,5,6,1,"DANCE DANCE REVOLUTION, SCOOBY DO",
16596,1,36001,36,14,2,34,5,6,1,"KIM POSSIBLE, MULAN",
5161,1,36035,36,17,1,49,3,4,1,"MARIO GALAXY, SONIC, MARIO KART",
18546,1,36057,36,12,2,38,3,3,1,"PROBALLY FOR YOUR DS ANIMAL CROSSING, TEN DOGS, AND MY SIMS",OREGON TRAIL
3265,4,4019,4,15,1,46,6,8,1,"CALL OF DUTY 4, TETRIS, JETMAN",
7779,4,4023,4,14,1,52,9,9,1,"GUITAR HERO, GEARS OF WAR, GRAND THEFT AUTO",
2448,4,4019,4,15,2,45,6,7,1,"SOLITAIRE, GUITAR HERO, DANCE DANCE REVOLUTION",
16670,4,4003,4,17,1,42,3,6,1,"MADDEN O8, LA RUSH, GRAND THEFT AUTO: SAN ANDREAS","SOME LAB GAME, IT WAS FOR SCIENCE CLASS"
13469,4,4021,4,13,1,40,4,3,1,"GUITAR HERO, KINGDOM HEARTS, MAPLE STORY",
18990,4,4019,4,15,2,41,1,4,1,"WORLD OF WARCRAFT, PACMAN, MARIO",
16807,4,6105,6,17,1,45,5,6,1,"MADDEN, NCAA (FOOTBALL), OVERLORD",
6063,4,6113,6,16,2,50,1,2,0,,
9865,4,6021,6,15,2,36,5,6,1,"SIMS, SOLITAIRE, TETRIS",
12900,3,51179,51,12,2,35,6,7,1,"MARIO KART, MADDEN, THE SIMS",
18480,3,51019,51,12,1,53,5,6,1,"WARWIN, STARWARS",
11998,3,51179,51,13,1,68,1,4,1,"GUNS, GUNS AREA, GAIA",
18143,3,51179,51,15,2,30,6,5,1,"SPORTS GAMES, GRAND THEFT AUTO, AND NFL",MATH BUSTERS
13866,3,51179,51,13,2,40,6,7,1,"NEOPETS, THE SIMS PET EDITION, NINTENDOGS",
17028,3,51580,51,14,2,41,4,3,1,"BURNOUT, BIG MOTHER TRUCKERS, TWISTED",BOOK WORM
17170,4,41017,41,17,2,52,4,5,1,DON'T HAVE ANY,
3863,4,41061,41,12,2,36,5,5,1,"THE SIMS, FAMILY GUY THE VIDEO GAME, KINGDOM HEARTS","CAN'T REMEMBER THE NAME, SOMETHING TO DO WITH MATH"
7792,4,41029,41,16,2,50,7,9,0,,
7029,4,41029,41,15,2,46,6,3,1,"KINGDOM HEARTS, KINGDOM HEARTS 2, PERSONA 3",
17148,4,41039,41,13,1,56,5,6,1,"WORLD OF WARCRAFT, GUITAR HERO 3, CALL OF DUTY 4",
17162,4,41029,41,17,2,44,3,2,1,"MARIO BROS, TETRIS, GUITAR HERO",
14322,4,41043,41,16,2,47,5,6,1,"TETRIS, BEJEWELED, DANCE DANCE REVOLUTION",
11657,4,41043,41,17,1,37,6,7,1,"GUITAR HERO 2, HALO 2, NEED FOR SPEED UNDERGROUND",
5990,4,41019,41,13,2,45,6,7,1,,
9381,4,41035,41,13,1,46,3,2,1,"RESIDENT EVIL 5, SILENT HILL 4, RACHET & CLINK DREAD LOCK",
3021,4,41003,41,16,1,58,7,9,1,"HALO, GRAND THEFT AUTO, SPLINTER CELL",
17203,4,41061,41,17,1,24,5,1,1,"SUPER STREET, NCA FOOTBALL 08",
7784,4,6019,6,13,2,43,3,9,1,"DANCING GAME, PUZZLES, PIANOS",MATH BLASTERS
14270,4,6019,6,13,1,48,7,8,1,"GUITAR HERO, MADDEN, FIFA",
17166,4,6019,6,17,2,44,5,7,1,"THE SIMS 2, WII SPROTS, HARRY POTTER GAME ON XBOX",
11155,4,6019,6,17,1,40,6,8,1,"HALO, MASS EFFECT, CALL OF DUTY",
10056,4,6019,6,15,2,43,6,7,1,DK,
7815,4,6019,6,17,2,47,2,3,0,,
6464,4,6019,6,12,2,38,3,4,1,CHEETAH GIRLS,GOLDFISH
2495,4,6107,6,17,1,51,5,5,1,"ZELDA, GUITAR HERO III: LEGENDS OF ROCK, HALO",
17840,4,6019,6,15,2,51,5,8,1,"SPYRO, MARIO PARTY, DINER DASH",
6993,2,19163,19,17,2,42,4,7,1,"FINAL FANTASY, WORLD OF WARCRAFT, GUITAR HERO",
1782,2,19163,19,16,1,59,4,3,1,"GUITAR HERO 2, HALO 2, MADDEN 2007",
7746,2,19065,19,16,2,44,3,9,1,"HANNA MONTANNA GAME, HIGH SCHOOL MUSICAL GAME, HIGH SCHOOL MUSICAL 2 GAME",
18001,2,19055,19,14,1,45,6,7,1,"NCAA FOOTBALL 08, COLLGE HOOPS O8, HALO 2",
14298,1,42069,42,16,1,45,6,9,1,"MADDEN, NBA, CALL OF DUTY",
6816,1,42107,42,13,1,44,5,6,1,"NFL STREET TWO, DUNGEONS AND DRAGONS HEROES, RUNESCAPE",
17058,1,42107,42,14,2,44,5,8,1,"GUITAR HERO, CALL OF DUTY 4, HALO",
18154,1,42025,42,17,1,51,3,4,1,"NHL 08, MADDEN 08, MLB",LEMONADE STAND
18917,1,42069,42,16,2,51,4,6,1,,
4467,1,42107,42,15,1,39,3,7,1,"GUITAR HERO 3, SSX ON TOUR, SOCOM COMBINED ASSAULT",
4579,1,42107,42,17,1,46,7,8,1,"HALO 3, MADDEN 2008, NBA LIVE 2008",
10085,1,42097,42,13,1,32,5,4,1,DK,
9659,1,42131,42,14,1,46,6,5,1,"BLAZING ANGELS, NEED FOR SPEED CARBON",
5413,1,42115,42,16,1,39,1,3,1,"PROSTREET, GUITAR HERO, NASCAR",
16887,2,29131,29,16,1,39,5,2,1,"GRAND THEFT: AUTO SAN ADREAS, RESIDENT EVIL 4",
9821,2,29073,29,12,2,37,3,3,1,"SPYRO, HARRY POTTER AND SORCER OF STONE, SPYRO RIP TO'S",TOES IN SPANISH
10050,2,29071,29,15,2,33,5,2,1,"CSI, GUITAR HERO, CRASH BANDICOOT",
5311,2,29027,29,15,2,47,3,6,1,"NASCAR, MIDNIGHT CLUB 3 (DUB EDTION), CRASH BANDICOOT 2",MATH IS FUN
16985,2,29133,29,14,2,41,4,1,1,GUITAR HERO,
7006,2,29169,29,13,1,41,3,9,1,"LEGEND OF ZELDA: TWILIGHT PRINCESS, HALO 2",LINEWRITER
11459,2,18141,18,17,1,47,7,8,1,"MADDEN, GRAD THEFT AUTO, NBA LIVE",
12611,2,18141,18,12,1,41,3,5,1,"NEED FOR SPEED PRO STREET, GRAND THEFT AUTO: SAN ANDREAS, MADDEN",IT WAS A LEARNING GAME
16996,2,18131,18,17,1,43,3,5,1,"MADDEN O7, HALO 2, STREET FIGHTER 3",
5740,2,18039,18,15,1,40,6,2,1,"RUNESCAPE, MEDAL OF HONOR FRONTLINE, US NAVY SEALS",
16934,3,40019,40,13,1,46,6,5,1,"HALOS OF MIGHTY MAGIC, NCAA 2008, BATTLE FRONT",
10504,3,40123,40,15,2,32,3,2,1,"DISNEY GAMES, ONLINE GAMES, TETRIS, PUZZLE GAMES",
18925,3,40139,40,12,2,39,5,9,1,FANCY PANTS,NO RESPONSE
4407,3,40065,40,13,1,35,6,5,1,"MADDEN 2006, NCAA MARCH MADNESS 05, AMERICAN FARMER",
13198,3,40071,40,16,1,47,5,6,1,"HALO, RUNESCAPE, CALL OF DUTY 4",VIRTUAL BUSINESS
1808,1,36069,36,15,2,39,3,4,1,"THE SIMS 2, THE URBZ: SIMS IN THE CITY, KINGDOM HEARTS 2",
19176,1,36055,36,15,1,41,5,8,1,"GUITAR HERO 3, STAR WARS BATTLE FRONT, DYNASTY WARRIORS 5 EMPIRES",
7909,1,36055,36,14,2,31,3,9,1,"MS PAC MAN,","WE HAD TO MAKE UP A GAME...IT WAS CALLED ""BRAIN GAME"", AND OUR OWN LITTLE DIRECTIONS."
8103,1,36055,36,16,2,56,5,7,1,"ACNOS ENERGIZER, I DRESSUP. COM, PACMAN",
17020,1,36055,36,14,1,44,6,9,1,"CUSTOM ROBO ARENA, JUMP ULTIMATE STARS, WEST NORTH",
5877,1,36055,36,13,2,37,2,2,1,"DANCE DANCE REVOLTION, THE SIMS, KARAOKE REVOLUTION",
11078,1,36055,36,15,1,48,3,1,1,"NASCAR 08, NEED FOR SPEED MOST WANTED, JAK 3",AMERICAN REVOLUTION COMPUTER GAME
6598,1,36121,36,13,2,48,7,8,1,"THE SIMS, GUITAR HERO, NEED FOR SPEED",
7969,1,36055,36,16,2,54,7,9,1,"ZELDA, SUPER SMASH BROTHERS, DANCE DANCE REVOLUTION",
17879,2,26099,26,12,2,43,3,3,1,"GUITAR HERO, DANCE DANCE REVOLUTION, SING STAR",
9562,3,28049,28,14,2,52,7,5,1,"NANCY DREW, SPY FOX, SIMS",
17442,3,28075,28,16,1,57,4,2,1,"ASSASSIN'S CREED, DEATHWATCH, GUITAR HERO",LOOP AND CRITTER CROSS FOR TECHNOLOGY DISSCOVERY
12694,3,28061,28,17,1,48,5,9,1,"GRAN TRISMO 4, MLB 2002, MADDEN 2005",SOME KIND OF MATH GAME BUT IT WAS BORING
2426,3,28121,28,15,1,50,7,8,1,"WARCRAFT, HALO, GEARS OF WAR 3",
2742,3,28127,28,16,1,40,3,4,1,"NCAA, GRAND THEFT AUTO, MADDEN 08",
13066,3,28089,28,14,2,66,7,8,1,TETRIS,
14030,1,33017,33,17,1,62,6,8,1,"MADDEN, TIGER WOODS, NBA LIVE",TYPING GAME
12266,1,33015,33,15,2,47,6,7,1,"SODUKU, CHECKERS ONLINE, PACMAN",
6373,1,33015,33,14,2,42,6,8,1,"WEBKINZ, PUZZLE GAMES ONLINE, DRESS UP DOLLS",
4697,1,33011,33,15,2,50,7,8,1,,
7256,1,33015,33,16,2,53,7,7,1,"SOLITAIRE, FREECELL, JUZZBALL",
13309,2,46099,46,16,1,42,5,9,1,"MEDAL OF HONOR - VANGUARD, CALL OF DUTY 3, NEED FOR SPEED PROSTREET",
13773,2,46005,46,12,1,32,6,5,1,"GRAND THEFT AUTO, HALO, NASCAR, NFL FOOTBALL",PENGUIN DROP
17932,2,46135,46,12,1,38,6,6,1,"BATTLEFRONT STARWARS, SUPERMARIO GALAXY, SUPERMARIO 64",
16908,2,46011,46,15,1,53,3,5,1,,
9444,2,46011,46,14,1,42,4,9,1,"MADDEN O8, ROCKBAND, HALO 3",
11150,3,21071,21,12,2,54,5,7,1,NONE,DON'T KNOW
16964,3,21235,21,16,2,49,1,9,1,"MADE FOR SPACE, BEJEWELED, CARS",
7347,3,21045,21,15,1,40,3,2,1,"HALO III, MADDEN 08, HAZE",MADDEN
6854,1,36101,36,13,1,51,5,9,1,,
919,1,36077,36,17,2,46,5,5,1,"TETRIS, HELICOPTER GAME, ADDICTION SOLITAIRE",
9376,1,36007,36,17,2,58,6,8,1,"SECOND LIFE, WII SPORTS",
12581,1,36017,36,12,1,42,5,6,1,"NEED FOR SPEED, TRANSFORMERS, MARIO PARTY IV",OREGON TRAIL
5325,2,55063,55,17,1,50,6,6,1,"CALL OF DUTY 4, GRAW 2, MEDAL OF HOHOR",NUMBER MUNCHERS
17355,2,55063,55,12,2,31,5,5,1,"DANCE DANCE REVOLUTION, GUITAR HERO",SCIENCE
69,2,55021,55,16,2,45,3,4,1,"DANCE DANCE REVOLUTION, GUITAR HERO",GAME ABOUT HEALTHY FOODS
16892,2,55025,55,14,2,41,7,7,1,,
17755,2,55025,55,14,2,45,6,8,1,,
13294,1,34001,34,12,2,38,4,4,1,"SUDOKU, SMILEY BALL, TETRIS",
2500,1,34021,34,12,1,47,6,8,1,"NEED FOR SPEED, TONY HAWK",
17219,1,34001,34,12,1,45,4,6,1,"MADDEN, HOCKEY, THE WII",
13945,1,42095,42,15,2,37,3,2,1,"TONY HAWK, GRAND THEFT AUTO, TRUE LIFE",
1957,1,42077,42,15,1,46,3,5,1,"MADDEN FOOTBALL, BIG GAME HUNTER, HOCKEY GAME",FOR GOVERNMENT PROJECT
5169,1,42017,42,16,1,56,7,6,1,"MADDEN, AMPED, NEED FOR SPEED",
17358,1,42091,42,13,2,49,7,7,1,"GUITAR HERO, DANCE DANCE REVOLUTION, POKEMON",
2806,1,42045,42,17,1,47,5,4,1,MADDEN,
2807,1,42011,42,13,2,44,2,1,1,"RESIDENT EVIL, THE BRATZ, ANIMAL CROSSING",
18071,1,42089,42,15,2,47,6,7,1,GUITAR HERO,
17240,1,42045,42,17,2,50,6,9,1,"TETRIS, JEZZ BALL",
2291,1,42011,42,15,1,55,6,6,1,"HALO 3, NEED FOR SPEED TOKYO DRIFT",
18545,1,42011,42,13,1,32,5,4,1,CALL OF DUTY 04 |LENGEND OF ZEDLA GUITAR HERO 03,
2528,1,42011,42,13,1,50,5,6,1,"STRIKE, RESIDENT EVIL",
10602,1,42095,42,17,2,47,5,6,1,"GUTAR HERO, DANCE DANCE REVOLUTTION,  SPYRO THE DRAGAON",
13863,1,42029,42,12,1,37,7,6,1,"HALO3, MADDEN 08, STAR WARS",
8754,1,42091,42,13,1,44,7,8,1,NO FAVORITES,
1096,2,27053,27,16,2,38,3,6,1,MADDEN FOOTBALL,
4091,2,39049,39,15,1,54,6,6,1,"FIFA 2008, NEED FOR SPEED CARBON , NEED FOR SPEED PROSTREET",LEMONADE STAND
938,2,39049,39,16,1,49,5,7,1,"WORLD OF WARCRAFT, HALO 3, GEARS OF WAR",
4066,2,39049,39,12,2,43,6,8,1,,
2865,2,39049,39,15,1,44,6,5,1,"ZELDA: OCARINA OF TIME, HALO 2, SUPER MARIO BROS.",
17227,3,47169,47,16,1,49,6,8,1,"ASSASIN'S CREED, OBLIVION, NCAA 08",
11,3,47187,47,16,1,47,6,9,1,"WORLD OF WARCRAFT, UNTOLD LEGENDS, 300: MARCH TO GLORY",
2006,3,47111,47,14,1,33,1,1,1,"HALO, HALO2, HALO3",IT HAD SOMETHING TO DO WITH GRAPHING
1785,3,47189,47,16,1,37,3,4,1,"STARCRAFT, LORD OF THE RINGS: BATTLE FOR MIDDLE EARTH 2, HALO 2",
2690,3,47189,47,14,1,41,6,2,1,WORLD OF WARCRAFT,
1515,2,26081,26,16,2,49,7,6,1,"SOLITAIRE, TETRIS, COLLAPSE",
10815,2,26067,26,15,2,45,2,3,1,"WORLD OF WARCRAFT,  NARUTO , FULL METAL ALCHEMIST",
11556,2,26081,26,17,2,43,5,6,0,,WE HAD TO MAKE UP A STORY ON AN INTERNET GAME SITE
8558,2,26067,26,12,2,39,5,6,1,"HARRY POTTER GAMES, RUNESCAPE, NBA GAMES",RUNESCAPE
4436,2,26139,26,16,2,51,6,8,1,,
11528,2,26081,26,12,1,36,7,8,1,"HALO 3, MADDEN, ASSASSIN'S CREED",
13331,1,25017,25,12,2,44,7,9,1,"APPLE TO APPLE, WEBKIDS, NEO KIDS",
8653,2,17185,17,16,1,42,6,8,1,"MADDEN, CALL OF DUTY 4, ASSASIN'S CREED","MADDEN, TEST DRIVE, DESSERT STORM"
18194,2,17119,17,14,2,55,4,6,1,"WORLD OF WARCRAFT, SIMS 2, STARCRAFT",
17229,2,17193,17,13,1,46,5,5,1,"FIRE EMBLEM PATH OF RADIANCE, SWORD OF MAN, SUPER ROBOT TAISEN",
9676,2,17033,17,15,1,39,5,9,1,"MAD NO SHAKES, NTAA 06, DIRT TRACK RACING",
1770,2,17119,17,15,2,46,6,3,1,"SOLIATIRE, TETRIS, ZELDA",THE SIMS
2350,2,17119,17,12,1,44,5,8,1,"RUNESPACE, TGAMES (GAME WEBSITE)",
5475,2,17165,17,14,1,34,3,8,1,"NBA, SKATEBOARDING, RACING",
7795,4,6073,6,16,1,42,6,7,1,"RUNESCAPE.COM, DANCE DANCE REVOLUTION, GRAND THEFT AUTO",
12171,2,20125,20,16,2,44,6,7,1,"BEJEWLED, TYCOON",
4376,2,20009,20,13,1,18,2,9,1,"CAPTER LINE RIDER, NCAA 08",
12023,2,20125,20,13,1,31,2,2,1,"HALO 3, WARCRAFT, GAMEBOY POKEMON GAMES",READER RABBIT.
9291,4,4013,4,13,2,33,5,6,1,"HALO 3, GUITAR HERO 2, HALO 1","A MATH GAME, FUN MATH"
6511,4,4013,4,16,2,46,3,4,1,"PUZZLES, SOLITARE",LEMONAIDE STAND
11735,4,4013,4,14,2,99,6,7,1,DK,DON'T KNOW NAME.  IT WAS FOR SCIENCE
17900,4,4013,4,15,2,49,6,6,0,,
17465,4,6037,6,14,1,39,3,4,1,"DRAGON BALL Z 08, NARUTO, SPIDERMAN 02",
17876,4,6037,6,14,2,42,5,2,1,"GUITAR HERO, CALL DUTY 4, NBA BASKETBALL",
12421,4,6037,6,13,2,40,6,8,1,"BLOCKERS, MONOPOLY, LIFE",ROLLER COASTER TYCOON
10126,4,6037,6,12,2,40,6,4,1,"MAPLE STORY, RUNESCAPE, RAGNAROCK",MAPLE STORY
8936,4,6037,6,17,1,36,5,5,1,"MADDEN, NBA, RACHET & CLANK",
19173,4,6037,6,13,1,32,6,4,1,"HALO 3, GUTUAR HERO, RESIDENT EVIL 4",A GAME THAT HELPED YOU WITH MATH
2358,2,17043,17,17,2,48,6,9,0,,
17820,2,17043,17,16,2,45,6,9,1,,
7944,1,36103,36,15,2,62,3,5,1,"HALO 3, HALO 2, BURNOUT",
10652,1,36103,36,12,1,45,7,8,1,"MADDEN 08, NCAA 07, MBL 2K6",MATH BRAIN INTERNET SITE
19118,1,36103,36,15,2,50,7,8,1,"HALF LIFE, THE SIMS, GUITAR HERO",OREGON TRAIL
1195,1,36103,36,15,2,34,5,7,1,THE SIMS,
8876,1,36103,36,17,2,45,3,5,1,"BACKYARD BASEBALL, NBA BASEKETBALL, NFL FOOTBALL",
8880,1,36103,36,15,2,48,6,8,1,"SOFTBALL, BASKETBALL, SCRABBLE",CAN'T REMEMBER
13916,1,36103,36,16,1,51,6,6,1,BASEBALL,
17261,1,36103,36,16,1,50,5,7,1,"SUPER SMASH BROTHERS,  STAR FOX,  SONIC THE HEDGE HOG",
13206,1,36103,36,14,1,34,3,8,1,"CALL OF DUTY 4,  GATE  HILLCON",HALO 3
17473,2,29183,29,16,1,51,5,8,1,"GUITAR HERO, WII SPORTS",
2001,2,19159,19,14,1,43,7,6,1,"RUNESCAPE, BUBBLE TROUBLE, WARCRAFT","SOME PUZZLE GAME, IM  NOT SURE WHAT IT WAS"
3755,2,19007,19,12,2,31,5,6,1,"OREGON TRAIL, CLUE FINDERS, LIBERTY KIDS",CAN'T REMEMBER.
3281,2,19007,19,15,1,37,3,9,1,TEST DRIVE: EVE OF DESTRUCTION,
18206,4,6085,6,16,1,60,7,8,1,"SUPER SMASH BROTHERS, NEO PETS.COM (VARIATION OF TETRIS) GADGADS GAME.",TYPING TUTOR GAME
10472,2,27025,27,14,1,40,7,6,1,"MINIGOLF GAME, DIRT BIKE GAME, SNOWMOBILING GAME",
9702,2,27037,27,14,2,47,6,8,1,"PACMAN, BEJEWLED, TETRIS",CARBON CYCLE
18123,2,27037,27,14,2,41,7,7,1,"MINE SWEEPER, SOLITARE , TETRIS",
9801,2,27037,27,15,2,42,5,8,1,"GUITAR HERO, ROCK BAND",FUN BRAIN MATH GAME
11956,2,27123,27,15,2,43,6,7,1,"NEOPETS, MARIO KART, SURVIVING HIGH SCHOOL",
9326,2,27123,27,12,2,51,5,6,1,,
10065,2,27037,27,14,2,42,7,6,1,NONE,
3652,2,29001,29,12,2,32,3,6,1,"BEJWELED, RUNESCAPE, WEBKINZ",DON'T REMEBER
9254,2,29053,29,14,2,42,5,6,1,"THE SIMS, ROLLERCOASTER TYCOON, ZOO TYCOON",
12093,2,29081,29,15,1,37,6,5,1,"NEED FOR SPEED: CARBON, SHELL SHOCKED, GHOST RECON",
13459,4,6029,6,16,2,40,1,3,1,"DONKEY KONG, JIMMY NEUTRON, PUZZLE GAME",
18602,4,6029,6,15,2,44,3,3,1,RUNESCAPE AND SPIRO,ENGLISH AND MATH GAMES INCREASING KNOWLEDGE
17749,4,6029,6,16,1,46,7,8,1,"GUITAR HERO, HALO, ASSASSIN'S CREED",
601,4,6037,6,15,1,45,1,1,1,"MADDEN, NCAA, FORD RACING",ORGAN TRAIL
1888,3,28043,28,13,1,44,6,7,1,"HALO 3, METROID FUSION, RUNESCAPE",
6136,3,28095,28,13,1,59,2,4,1,"NFL STREET FOOTBALL, NEED FOR SPEED CARBON, NCAA BBALL",
6097,3,28151,28,12,2,30,3,3,1,"SOLITARE, PINBALL",
1358,3,13067,13,12,1,40,7,8,1,"STAR WARS BATTLEFRONT 1, STAR WARS BATTLE FRONT 2, LEGO STAR WARS",
13086,3,13063,13,14,2,49,3,9,1,,
12767,3,13063,13,17,2,47,4,2,1,RACE CAR GAME YOU CAN FIND ON THE INTERNET,
7914,3,13097,13,12,2,35,6,8,1,"WEB KING,",
9276,2,38017,38,14,2,47,6,3,1,"ROLLER TYCOON, SIMS, SOLITARE",
1491,2,38055,38,12,2,43,6,8,0,,
10174,2,38037,38,17,1,38,5,4,1,"PRODJECT EIGHT, GUITAR HERO, MEDAL OF HONOR",WORLD OF EGYPT
18963,2,38003,38,12,1,41,7,7,1,"POKEMON DIAMOND OR PEARL, DRAWN TO LIFE, WII SPORTS",
6022,4,32003,32,14,1,49,3,4,1,"HALO 3, DEVIL MAY CRY 3, NEED FOR SPEED CARBON",WEBSITE WITH A BUNCH OF GAMES
17924,4,32003,32,13,1,32,5,7,1,"WORLD OF WARCRAFT, GRAND THEFT AUTO",
14439,4,32003,32,14,1,52,5,4,1,"PAWN GAME, SOLITAIRE, SCRABBLE",
8938,4,32003,32,13,2,31,5,3,1,"BEJEWLED, WII,  MORTAL KOMBAT",
17896,4,32003,32,17,2,39,5,3,1,"THE SIMS 2, NARUTO, DANCE DANCE REVOLUTION",
11268,4,32003,32,14,1,50,3,4,1,"GEARS OF WAR, SKATE, RAINBOW SIX VEGAS",BRAIN TOP
14735,4,32003,32,17,1,42,5,3,1,"GOD OF WAR, CALL OF DUTY",
1513,3,51059,51,13,1,35,3,3,1,"HALO 3, OVERLORD, GEARS OF WAR",MATH GAMES
6782,3,51107,51,12,2,36,6,5,1,"NANCY DREW, LUXOR, HOLIDAY EXPRESS",
17596,3,51059,51,16,2,49,7,8,1,NO FAVORITE GAMES,
11993,3,51059,51,16,1,45,4,1,1,DK,
11789,3,51153,51,13,2,44,5,8,1,"GIUTAR HERO, THE SIMS, BRAIN AGE",
11509,3,51059,51,17,1,50,7,8,1,"NEED FOR SPEED MOST WANTED, UNDERGROUND 1, UNDERGROUND 2",TRIVIA QUIZ FOR SCIENCE
9070,3,51059,51,13,2,46,3,4,1,"THE SIMS, MIDNIGHT CLUB, ANOTHER SIMS GAME",
18662,3,37119,37,13,2,47,6,7,1,"SIMS, MARIO",TYPING GAME
17528,3,37097,37,12,1,41,6,4,1,"MADDEN, CALL OF DUTY 4, GUITAR HERO",FUN BRAIN STUDY ISLAND
5636,3,37119,37,13,2,37,6,7,1,"RACING GAMES, SPORTS GAMES, DANCE DANCE REVOLUTION",
